run_id,tag,epochs,val_ppl_last,val_loss_last,train_ppl_last,avg_nodes_last,policy_loss_last,val_ppl_best,best_epoch,total_training_time_sec,avg_epoch_time_sec,last_epoch_time_sec,batch_size,hidden_dim,embed_dim,seq_len,vocab_size,max_depth,max_children,pooling_mode,lr,weight_decay,lr_schedule,grad_clip,opt,dataset,num_rollouts,lambda_efficiency,beta_entropy,beta_policy,greedy_threshold,seed,infer_val_ppl,infer_val_loss,infer_avg_nodes,infer_sparsity_percent,infer_latency_ms_mean,infer_latency_ms_p50,infer_latency_ms_p90,infer_latency_ms_p99,infer_device,model_bytes,checkpoint_path,infer_mean_grow_prob,infer_above_threshold_pct
226,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.0,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep15_rep0.pt,,
227,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.0,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p45_roll3_ep20_rep0.pt,,
228,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep5_rep0.pt,,
229,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep10_rep0.pt,,
230,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep15_rep0.pt,,
231,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.0,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p0_thr0p5_roll3_ep20_rep0.pt,,
232,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep5_rep0.pt,,
233,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep10_rep0.pt,,
234,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep15_rep0.pt,,
235,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p3_roll3_ep20_rep0.pt,,
236,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep5_rep0.pt,,
237,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep10_rep0.pt,,
238,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep15_rep0.pt,,
239,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p35_roll3_ep20_rep0.pt,,
240,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep5_rep0.pt,,
241,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep10_rep0.pt,,
242,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep15_rep0.pt,,
243,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p4_roll3_ep20_rep0.pt,,
244,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep5_rep0.pt,,
245,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep10_rep0.pt,,
246,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep15_rep0.pt,,
247,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p42_roll3_ep20_rep0.pt,,
248,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep5_rep0.pt,,
249,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep10_rep0.pt,,
250,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep15_rep0.pt,,
251,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.45,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p45_roll3_ep20_rep0.pt,,
252,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep5_rep0.pt,,
253,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep10_rep0.pt,,
254,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep15_rep0.pt,,
255,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.01,0.01,0.5,0.5,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p01_thr0p5_roll3_ep20_rep0.pt,,
256,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep5_rep0.pt,,
257,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep10_rep0.pt,,
258,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep15_rep0.pt,,
259,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.3,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p3_roll3_ep20_rep0.pt,,
260,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep5_rep0.pt,,
261,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep10_rep0.pt,,
262,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep15_rep0.pt,,
263,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.35,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p35_roll3_ep20_rep0.pt,,
264,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep5_rep0.pt,,
265,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep10_rep0.pt,,
266,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep15_rep0.pt,,
267,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.4,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p4_roll3_ep20_rep0.pt,,
268,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep5_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep5_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep5_rep0.pt,,
269,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep10_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep10_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep10_rep0.pt,,
270,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep15_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep15_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep15_rep0.pt,,
271,k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep20_rep0,0,,,,,,,,,,,64,128,64,64,256,2,3,mean,0.001,0.0,cosine,1.0,adamw,wikitext2,3,0.05,0.01,0.5,0.42,42,,,,,,,,,,,runs/20251223_152811/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep20_rep0/k3_poolmean_hd128_ed64_sl64_lr0p001_bs64_wd0p0_d2_lam0p05_thr0p42_roll3_ep20_rep0.pt,,
